Post Office Name,total_population,avg_income_level,Farmer,female_ratio,male_ratio,pct_0-18,pct_19-35,pct_36-60,pct_60+,pct_student,pct_salaried_individual,pct_business_owner,pct_retired,Rural_Presence,kharif_presence,Sowing Period Numeric,Harvesting Period Numeric,cluster_label
Audhera B.O,12589.0,2.125,2394.0,0.4951942171737231,0.5048057828262769,0.17562951783302883,0.41536261815871,0.2543490348717134,0.15465882913654777,0.17562951783302883,0.47954563507824294,0.0,0.15465882913654777,1.0,1.0,7,11,2
Badra Colliery B.O,9714.0,2.125,1566.0,0.48816141651225037,0.5118385834877497,0.29215565163681284,0.3999382334774552,0.24933086267243154,0.05857525221330039,0.29215565163681284,0.2816553428042001,0.20640312950380893,0.05857525221330039,1.0,1.0,7,11,0
Baherabandh B.O,9912.0,2.25,3401.0,0.5484261501210653,0.4515738498789346,0.25221953188054885,0.338680387409201,0.3042776432606941,0.10482243744955609,0.25221953188054885,0.15889830508474576,0.14094027441485069,0.10482243744955609,1.0,1.0,7,11,0
Bahgarh B.O,12596.0,2.25,4046.0,0.5115115909812639,0.4884884090187361,0.2243569387107018,0.38940933629723723,0.2177675452524611,0.16846617973959988,0.2243569387107018,0.1687043505874881,0.1172594474436329,0.16846617973959988,1.0,1.0,7,11,2
Baitola B.O,11991.0,2.0,4489.0,0.4587607372195813,0.5412392627804187,0.19264448336252188,0.35334834459177716,0.2516887665749312,0.20231840547076974,0.19264448336252188,0.0,0.23067300475356517,0.20231840547076974,1.0,1.0,7,11,2
Balbahra B.O,11484.0,2.25,4546.0,0.44218042493904564,0.5578195750609544,0.2503483106931383,0.43538836642284917,0.23110414489724834,0.0831591779867642,0.2503483106931383,0.18948101706722395,0.08115639150121909,0.0831591779867642,1.0,1.0,7,11,0
Barbaspur B.O,23027.0,2.1875,3391.0,0.479133191470882,0.520866808529118,0.2314239805445781,0.3273982715942155,0.2781951622008946,0.16298258566031182,0.2314239805445781,0.3647891605506579,0.09354236331263299,0.16298258566031182,1.0,1.0,7,11,0
Bargawan B.O,23734.0,2.0,9626.0,0.4575292828853122,0.5424707171146878,0.19057048959298897,0.4241594337237718,0.2985168955928204,0.08675318109041881,0.19057048959298897,0.1086626780146625,0.2084351563158338,0.08675318109041881,1.0,1.0,7,11,2
Basantpur B.O,12385.0,2.0,2846.0,0.4776746063786839,0.5223253936213161,0.2419862737182075,0.39111828825191763,0.22979410577311263,0.13710133225676222,0.2419862737182075,0.0,0.39111828825191763,0.13710133225676222,1.0,1.0,7,11,0
Baskuta B.O,11094.0,2.125,1615.0,0.420858121507121,0.579141878492879,0.2607715882458987,0.3298179195961781,0.2691544979268073,0.14025599423111593,0.2607715882458987,0.0,0.45339823327925005,0.14025599423111593,1.0,1.0,7,11,0
Batura B.O,10500.0,2.25,3366.0,0.4114285714285714,0.5885714285714285,0.1340952380952381,0.36733333333333335,0.3640952380952381,0.13447619047619047,0.1340952380952381,0.18076190476190476,0.2300952380952381,0.13447619047619047,1.0,1.0,7,11,2
Beed B.O,11314.0,2.25,0.0,0.4733074067526958,0.5266925932473042,0.19126745624889518,0.2313063461198515,0.4354781686406222,0.14194802899063108,0.19126745624889518,0.3056390312886689,0.36114548347180486,0.14194802899063108,1.0,1.0,7,11,2
Beldongari B.O,9678.0,2.25,2772.0,0.5254184748915065,0.4745815251084935,0.21171729696218228,0.42229799545360613,0.29241578838603016,0.07356891919818144,0.21171729696218228,0.3211407315561066,0.10715023765240753,0.07356891919818144,1.0,1.0,7,11,2
Beliabadi B.O,10044.0,2.25,2473.0,0.4827757865392274,0.5172242134607726,0.3089406610911987,0.32068896853843093,0.24621664675428118,0.1241537236160892,0.3089406610911987,0.32068896853843093,0.0,0.1241537236160892,1.0,1.0,7,11,0
Benibari B.O,11207.0,2.0,0.0,0.6232711698045864,0.3767288301954136,0.22102257517622914,0.38823949317390916,0.27830820023199787,0.11242973141786383,0.22102257517622914,0.27830820023199787,0.38823949317390916,0.11242973141786383,1.0,1.0,7,11,2
Bhad B.O,10575.0,2.25,1229.0,0.48822695035460995,0.51177304964539,0.1785342789598109,0.3607565011820331,0.3044917257683215,0.1562174940898345,0.1785342789598109,0.11356973995271867,0.43546099290780144,0.1562174940898345,1.0,1.0,7,11,2
Bhejari B.O,9613.0,2.25,0.0,0.5033808384479351,0.4966191615520649,0.21023613856236348,0.22604805991885987,0.32518464579215645,0.2385311557266202,0.21023613856236348,0.26713825028607097,0.2840944554249454,0.2385311557266202,1.0,1.0,7,11,4
Bilaspur B.O,23253.0,2.25,3493.0,0.48316346277899624,0.5168365372210038,0.25760116974153874,0.3163462778996258,0.30929342450436503,0.11675912785447039,0.25760116974153874,0.23480841181782997,0.24061411430783125,0.11675912785447039,1.0,1.0,7,11,0
Biltukari B.O,10357.0,2.25,4095.0,0.47871005117311966,0.5212899488268804,0.13420874770686492,0.3953847639277783,0.31814231920440283,0.15226416916095395,0.13420874770686492,0.0,0.31814231920440283,0.15226416916095395,1.0,1.0,7,11,2
Chachai S.O,14168.0,2.125,2339.0,0.5708639186900056,0.42913608130999437,0.19685206098249577,0.3071710897797854,0.33575663466967814,0.16022021456804064,0.19685206098249577,0.364059853190288,0.11377752682100509,0.16022021456804064,1.0,1.0,7,11,2
Chhilhiyamar B.O,12593.0,2.25,2019.0,0.45223536885571347,0.5477646311442865,0.3047724926546494,0.275073453505916,0.34360358929564044,0.07655046454379417,0.3047724926546494,0.45834987691574686,0.0,0.07655046454379417,1.0,1.0,7,11,0
Chhilpa B.O,12186.0,2.375,1112.0,0.5242901690464468,0.47570983095355324,0.15181355654029213,0.32003938946331856,0.3026423764976202,0.22550467749876907,0.15181355654029213,0.22878713277531593,0.3026423764976202,0.22550467749876907,1.0,1.0,7,11,4
Cholna B.O,11014.0,2.25,1393.0,0.5383148719811149,0.46168512801888506,0.22144543308516434,0.39458870528418377,0.2541311058652624,0.1298347557653895,0.22144543308516434,0.35754494280007265,0.1646994733974941,0.1298347557653895,1.0,1.0,7,11,0
Chukan B.O,13640.0,2.25,4450.0,0.4777126099706745,0.5222873900293256,0.17609970674486802,0.35542521994134896,0.2940615835777126,0.17441348973607038,0.17609970674486802,0.20065982404692081,0.12258064516129032,0.17441348973607038,1.0,1.0,7,11,2
Damehri B.O,12642.0,2.25,2356.0,0.4941464958076254,0.5058535041923746,0.1541686442018668,0.4059484258819807,0.25280809998417975,0.1870748299319728,0.1541686442018668,0.32977376997310553,0.14261983863312766,0.1870748299319728,1.0,1.0,7,11,2
Dhirutola B.O,10095.0,2.0,3219.0,0.4600297176820208,0.5399702823179792,0.26369489846458644,0.4232788509162952,0.2497275879148093,0.06329866270430906,0.26369489846458644,0.10886577513620604,0.24526993561168894,0.06329866270430906,0.0,1.0,7,11,0
Dhunmaniya B.O,10918.0,2.25,1211.0,0.41042315442388716,0.5895768455761129,0.12886975636563472,0.3983330280271112,0.295383769921231,0.17741344568602307,0.12886975636563472,0.23905477193625205,0.34374427550833486,0.17741344568602307,1.0,1.0,7,11,2
Dhurwasin B.O,12026.0,2.25,0.0,0.47023116580741725,0.5297688341925827,0.23357724929319806,0.2891235656078497,0.29851987360718446,0.17877931149176784,0.23357724929319806,0.3297023116580742,0.2579411275569599,0.17877931149176784,1.0,1.0,7,11,0
Dulhara B.O,22206.0,2.1875,3126.0,0.45082410159416375,0.5491758984058362,0.22277762766819778,0.33535981266324416,0.2933441412230929,0.14851841844546518,0.22277762766819778,0.06291092497523192,0.42502026479329913,0.14851841844546518,1.0,1.0,7,11,2
Funga B.O,12360.0,2.0,6803.0,0.47831715210355985,0.5216828478964401,0.17192556634304207,0.4127022653721683,0.28883495145631066,0.12653721682847896,0.17192556634304207,0.1511326860841424,0.0,0.12653721682847896,1.0,1.0,7,11,2
Gaurela B.O,12069.0,2.375,0.0,0.599469715800812,0.400530284199188,0.2653906703123705,0.35040185599469714,0.2680420913083105,0.11616538238462176,0.2653906703123705,0.22097936863037534,0.39746457867263235,0.11616538238462176,1.0,1.0,7,11,0
Girari B.O,11894.0,2.375,0.0,0.3741382209517404,0.6258617790482597,0.25172355809651925,0.3463931393980158,0.27501261140070626,0.1268706911047587,0.25172355809651925,0.13107449134017152,0.49033125945855055,0.1268706911047587,1.0,1.0,7,11,0
Gorsi B.O,11449.0,2.125,0.0,0.48309896060791335,0.5169010393920866,0.11311031531138091,0.4442309371997554,0.31758232160013977,0.12507642588872392,0.11311031531138091,0.5559437505458992,0.20586950825399597,0.12507642588872392,1.0,1.0,7,11,2
Harad B.O,10148.0,2.125,3369.0,0.5421757981868348,0.45782420181316513,0.2138352384706346,0.3587899093417422,0.2920772566022862,0.13529759558533702,0.2138352384706346,0.0,0.318880567599527,0.13529759558533702,1.0,1.0,7,11,2
Jaithari S.O,11672.0,2.0,6106.0,0.5166209732693626,0.48337902673063743,0.23192254969156956,0.398474982864976,0.22001370801919123,0.1495887594242632,0.23192254969156956,0.0953564084989719,0.0,0.1495887594242632,0.0,1.0,7,11,2
Jamudi B.O,11437.0,2.25,4281.0,0.5302089708839731,0.46979102911602694,0.1885109731572965,0.4034274722392236,0.2675526798985748,0.14050887470490514,0.1885109731572965,0.2256710675876541,0.07099763924105972,0.14050887470490514,1.0,1.0,7,11,2
Jarha B.O,40521.0,2.1666666666666665,7613.0,0.46923817279928925,0.5307618272007107,0.2481676167912934,0.30416327336442833,0.2867895659040991,0.16087954394017917,0.2481676167912934,0.14594901409145875,0.25712593470052564,0.16087954394017917,0.0,1.0,7,11,2
Jeelang B.O,8926.0,2.25,0.0,0.4454402868025992,0.5545597131974008,0.20546717454626934,0.36040779744566437,0.26943759802823214,0.16468742997983418,0.20546717454626934,0.282993502128613,0.34685189334528344,0.16468742997983418,1.0,1.0,7,11,0
Jheek Bijuri B.O,12540.0,2.125,1831.0,0.5042264752791069,0.49577352472089314,0.1718500797448166,0.4433811802232855,0.2504784688995215,0.1342902711323764,0.1718500797448166,0.31842105263157894,0.22942583732057417,0.1342902711323764,1.0,1.0,7,11,2
Johila Project B.O,10070.0,2.125,1994.0,0.5413108242303873,0.4586891757696127,0.2149950347567031,0.2420059582919563,0.38897715988083414,0.15402184707050645,0.2149950347567031,0.3247269116186693,0.10824230387288977,0.15402184707050645,1.0,1.0,7,11,2
Kachhratola B.O,12901.0,2.125,4473.0,0.4948453608247423,0.5051546391752577,0.27517246725060074,0.3526083249360515,0.2785055422060305,0.09371366560731727,0.27517246725060074,0.2843965584063251,0.0,0.09371366560731727,1.0,1.0,7,11,0
Karanpathar B.O,10791.0,2.125,1554.0,0.5439718283754981,0.4560281716245019,0.23584468538596978,0.30914651098137336,0.3672504865165416,0.08775831711611529,0.23584468538596978,0.3516819571865443,0.1807061440088963,0.08775831711611529,1.0,1.0,7,11,0
Karkat B.O,11068.0,2.25,3188.0,0.3841705818576075,0.6158294181423924,0.24719913263462234,0.4023310444524756,0.2880375858330322,0.0624322370798699,0.24719913263462234,0.4023310444524756,0.0,0.0624322370798699,1.0,1.0,7,11,0
Kartora B.O,10601.0,2.125,3245.0,0.52702575228752,0.47297424771248,0.25535326855956986,0.3727950193377983,0.20903688331289502,0.16281482878973683,0.25535326855956986,0.2757287048391661,0.0,0.16281482878973683,0.0,1.0,7,11,0
Katkona B.O,11694.0,2.125,0.0,0.5401915512228493,0.45980844877715066,0.24662219941850522,0.33119548486403283,0.35744826406704294,0.06473405165041902,0.24662219941850522,0.14417650076962546,0.5444672481614503,0.06473405165041902,0.0,1.0,7,11,0
Keshwahi B.O,13062.0,2.125,2674.0,0.5191394885928649,0.4808605114071352,0.2228602051753177,0.347113765120196,0.24621038125861278,0.18381564844587353,0.2228602051753177,0.3886081763895269,0.0,0.18381564844587353,0.0,1.0,7,11,4
Khamhidol B.O,11104.0,2.125,0.0,0.46550792507204614,0.5344920749279539,0.28989553314121036,0.29746037463976943,0.29619956772334294,0.11644452449567723,0.28989553314121036,0.14003962536023054,0.45362031700288186,0.11644452449567723,0.0,1.0,7,11,0
Khamraundh B.O,24424.0,2.1875,1676.0,0.5286193907631838,0.47138060923681624,0.2316573861775303,0.3747133966590239,0.2637979037012774,0.12983131346216836,0.2316573861775303,0.15730429086144776,0.4125859810022928,0.12983131346216836,1.0,1.0,7,11,0
Khati B.O,9338.0,2.0,2764.0,0.45470122081816233,0.5452987791818377,0.24052259584493468,0.2531591347183551,0.36731634182908546,0.13900192760762475,0.24052259584493468,0.19094024416363248,0.13354037267080746,0.13900192760762475,1.0,1.0,7,11,0
Khodri B.O,10756.0,2.375,1196.0,0.470156191892897,0.529843808107103,0.2120676831535887,0.3169393826701376,0.31759018222387503,0.15340275195239866,0.2120676831535887,0.3169393826701376,0.20639642989959092,0.15340275195239866,1.0,1.0,7,11,0
Khoh B.O,12152.0,2.0,3423.0,0.554312047399605,0.445687952600395,0.25460829493087556,0.24695523370638578,0.36545424621461486,0.13298222514812377,0.25460829493087556,0.1836734693877551,0.14705398288347596,0.13298222514812377,1.0,1.0,7,11,0
Khurkhuridadar B.O,12609.0,2.125,4275.0,0.49147434372273774,0.5085256562772623,0.22713934491236418,0.3995558727892775,0.24894916329605837,0.12435561900229994,0.22713934491236418,0.0,0.309461495756999,0.12435561900229994,1.0,1.0,7,11,0
Koilari B.O,12588.0,2.125,5316.0,0.471083571655545,0.5289164283444551,0.24054655227200508,0.3428662217985383,0.2585795996186845,0.15800762631077217,0.24054655227200508,0.17913886240864316,0.0,0.15800762631077217,1.0,1.0,7,11,0
Kothi B.O,9339.0,2.125,4455.0,0.585394581861013,0.41460541813898705,0.1657565049791198,0.3422207945176143,0.3504657886283328,0.14155691187493308,0.1657565049791198,0.21565478102580576,0.0,0.14155691187493308,1.0,1.0,7,11,2
Kotma Colliery S.O,8568.0,2.375,0.0,0.5360644257703081,0.4639355742296919,0.1407563025210084,0.2742763772175537,0.3370681605975724,0.24789915966386555,0.1407563025210084,0.14332399626517273,0.4680205415499533,0.24789915966386555,1.0,1.0,7,11,4
Kotma S.O,11703.0,2.0,6115.0,0.4180124754336495,0.5819875245663505,0.19584721866188157,0.36426557293001793,0.32453217123814404,0.11535503716995642,0.19584721866188157,0.16628214987610015,0.0,0.11535503716995642,1.0,1.0,7,11,2
Laharpur B.O,10195.0,2.125,1726.0,0.5302599313388916,0.4697400686611084,0.2101029916625797,0.34242275625306523,0.2881804806277587,0.15929377145659637,0.2101029916625797,0.30671897989210395,0.15458558116723883,0.15929377145659637,0.0,1.0,7,11,2
Lakhaura B.O,14860.0,2.125,2985.0,0.4281965006729475,0.5718034993270525,0.15740242261103635,0.3908479138627187,0.2586137281292059,0.19313593539703902,0.15740242261103635,0.09078061911170929,0.3578061911170929,0.19313593539703902,1.0,1.0,7,11,2
Lamatola B.O,10563.0,2.125,0.0,0.5111237337877497,0.48887626621225033,0.14219445233361735,0.3680772507810281,0.42099782258827984,0.0687304742970747,0.14219445233361735,0.2202972640348386,0.5687778093344694,0.0687304742970747,1.0,1.0,7,11,2
Lamsarai B.O,28110.0,2.25,4588.0,0.5177516897901103,0.48224831020988973,0.2256136606189968,0.35403770900035575,0.25869797225186764,0.1616506581287798,0.2256136606189968,0.21949484169334757,0.23002490217004626,0.1616506581287798,1.0,1.0,7,11,2
Lapta B.O,10836.0,2.125,3693.0,0.4643779992617202,0.5356220007382798,0.1654669619785899,0.41648209671465486,0.28349944629014395,0.1345514950166113,0.1654669619785899,0.35917312661498707,0.0,0.1345514950166113,0.0,1.0,7,11,2
Latar B.O,14916.0,2.125,1706.0,0.4759318852239206,0.5240681147760794,0.1976401179941003,0.31422633413783857,0.2906275140788415,0.19750603378921963,0.1976401179941003,0.4904800214534728,0.0,0.19750603378921963,0.0,1.0,7,11,4
Malga B.O,13453.0,2.0,6491.0,0.5727347060135286,0.4272652939864714,0.16464729056715974,0.3756039545082881,0.29725711737159,0.16249163755296217,0.16464729056715974,0.0,0.19036646101241358,0.16249163755296217,1.0,1.0,7,11,2
Malya B.O,10969.0,2.25,0.0,0.5473607439146686,0.4526392560853314,0.2400401130458565,0.3623849029081958,0.22253623849029083,0.17503874555565685,0.2400401130458565,0.3374965812745009,0.24742456012398578,0.17503874555565685,0.0,1.0,7,11,0
Mediaras B.O,11386.0,2.5,0.0,0.4635517301949763,0.5364482698050237,0.22378359388722993,0.3573686984015458,0.3047602318636923,0.11408747584753205,0.22378359388722993,0.3573686984015458,0.3047602318636923,0.11408747584753205,1.0,1.0,7,11,0
Nawangaon B.O,11231.0,2.0,1933.0,0.5426943281987356,0.45730567180126436,0.2274953254385184,0.30985664678123054,0.29685691389902946,0.1657911138812216,0.2274953254385184,0.29685691389902946,0.13774374499154127,0.1657911138812216,1.0,1.0,7,11,0
Nigwani B.O,12874.0,2.25,1822.0,0.40958521050178653,0.5904147894982135,0.21034643467453784,0.3092279011962094,0.33237533012272796,0.1480503340065248,0.21034643467453784,0.5000776759359951,0.0,0.1480503340065248,1.0,1.0,7,11,0
Nowrrozabad  R. S. B.O,11760.0,2.125,3857.0,0.47806122448979593,0.5219387755102041,0.2017857142857143,0.27253401360544216,0.2947278911564626,0.23095238095238096,0.2017857142857143,0.2392857142857143,0.0,0.23095238095238096,1.0,1.0,7,11,4
Pasan B.O,11004.0,2.125,2876.0,0.4294801890221738,0.5705198109778262,0.11223191566703017,0.41748455107233734,0.2772628135223555,0.193020719738277,0.11223191566703017,0.43338785896037807,0.0,0.193020719738277,1.0,1.0,7,11,2
Pasla B.O,11957.0,2.0,4928.0,0.387137241783056,0.612862758216944,0.2969808480388057,0.3163000752697165,0.2979008112402777,0.08881826545120014,0.2969808480388057,0.0,0.20205737225056453,0.08881826545120014,1.0,1.0,7,11,0
Patnakalan B.O,12820.0,2.125,4944.0,0.5285491419656786,0.47145085803432135,0.19828393135725428,0.3856474258970359,0.26528861154446176,0.15078003120124805,0.19828393135725428,0.09875195007800312,0.16653666146645865,0.15078003120124805,1.0,1.0,7,11,2
Payari B.O,9144.0,2.125,3299.0,0.5509623797025371,0.4490376202974628,0.265748031496063,0.3597987751531059,0.28083989501312334,0.09361329833770779,0.265748031496063,0.0,0.2798556430446194,0.09361329833770779,0.0,1.0,7,11,0
Reusa B.O,13442.0,2.25,2136.0,0.4549174230025294,0.5450825769974706,0.21083172147001933,0.37226603184049994,0.23835738729355752,0.17854485939592324,0.21083172147001933,0.1513911620294599,0.30032733224222585,0.17854485939592324,1.0,1.0,7,11,2
Rupaula B.O,11539.0,2.125,0.0,0.4723979547621111,0.5276020452378889,0.19681081549527688,0.49683681428200016,0.16552560880492243,0.1408267614178005,0.19681081549527688,0.41017419187104603,0.2521882312158766,0.1408267614178005,1.0,1.0,7,11,2
Semra B.O,22525.0,2.1875,4219.0,0.4666814650388457,0.5333185349611542,0.22153163152053273,0.3263485016648169,0.29709211986681466,0.15502774694783575,0.22153163152053273,0.0,0.4361376248612653,0.15502774694783575,0.0,1.0,7,11,2
Seorichandas B.O,9274.0,2.125,1191.0,0.4676514988138883,0.5323485011861117,0.24358421393142118,0.4137373301703688,0.26180720293293075,0.08087125296527928,0.24358421393142118,0.0,0.547120983394436,0.08087125296527928,1.0,1.0,7,11,0
Sonmauhari B.O,7190.0,2.375,1894.0,0.5716272600834492,0.4283727399165508,0.21557719054242003,0.42753824756606396,0.2388038942976356,0.11808066759388039,0.21557719054242003,0.16411682892906815,0.2388038942976356,0.11808066759388039,1.0,1.0,7,11,0
Tengha B.O,11926.0,2.0,4655.0,0.4475096427972497,0.5524903572027503,0.2050981049807144,0.21054838168707027,0.34697300016770083,0.2373805131645145,0.2050981049807144,0.16719771926882443,0.0,0.2373805131645145,1.0,1.0,7,11,4
Thangaon B.O,20746.0,2.1875,2347.0,0.3996433047334426,0.6003566952665574,0.1915067964908898,0.33351007423117707,0.2897426009833221,0.18524052829461102,0.1915067964908898,0.33789646196857226,0.1722259712715704,0.18524052829461102,0.0,1.0,7,11,2
Thodaha B.O,10429.0,2.25,1418.0,0.554415571962796,0.44558442803720394,0.23751078722792213,0.29178252948508965,0.24345574839390163,0.2272509348930866,0.23751078722792213,0.3992712628248154,0.0,0.2272509348930866,1.0,1.0,7,11,4
Tulra B.O,10776.0,2.25,1960.0,0.48292501855976244,0.5170749814402376,0.21705642167780254,0.29101707498144025,0.4070155902004454,0.08491091314031181,0.21705642167780254,0.16323311061618412,0.3529138827023014,0.08491091314031181,1.0,1.0,7,11,0
Ufrikala B.O,11767.0,2.125,1666.0,0.5255375201835643,0.4744624798164358,0.22860542194272118,0.3887142007308575,0.24730177615365004,0.1353786011727713,0.22860542194272118,0.0,0.4944335854508371,0.1353786011727713,1.0,1.0,7,11,0
Umania B.O,10318.0,2.125,1339.0,0.3729404923434774,0.6270595076565226,0.1686373328164373,0.40250048459003684,0.30597014925373134,0.12289203333979454,0.1686373328164373,0.18811785229695677,0.3905795696840473,0.12289203333979454,0.0,1.0,7,11,2
Urtan B.O,11259.0,2.125,4472.0,0.5676347810640376,0.43236521893596236,0.16706634692246203,0.27675637267963404,0.397015720756728,0.15916155964117595,0.16706634692246203,0.2765787370103917,0.0,0.15916155964117595,1.0,1.0,7,11,2
Venkatnagar S.O,12725.0,2.125,2411.0,0.4720628683693517,0.5279371316306484,0.20267190569744598,0.2973673870333988,0.35779960707269154,0.14216110019646366,0.20267190569744598,0.33013752455795675,0.13555992141453832,0.14216110019646366,1.0,1.0,7,11,2
Achalgarh B.O,12339.0,2.125,2815.0,0.4401491206742848,0.5598508793257152,0.2527757516816598,0.37466569414053,0.22813842288678174,0.14442013129102846,0.2527757516816598,0.2175216792284626,0.15714401491206742,0.14442013129102846,0.0,1.0,6,9,0
Amrod B.O,10179.0,2.25,2452.0,0.6621475586992829,0.3378524413007172,0.1975636113567148,0.2725218587287553,0.36634246979074564,0.16357206012378425,0.1975636113567148,0.16789468513606445,0.23008154042636803,0.16357206012378425,0.0,1.0,6,9,2
Ashoknagar Collectorate S.O,10969.0,2.125,3496.0,0.575075211960981,0.42492478803901906,0.21797793782477892,0.31552557206673354,0.31078493937460117,0.1557115507338864,0.21797793782477892,0.3075941289087428,0.0,0.1557115507338864,1.0,1.0,6,9,2
Athaikheda B.O,11222.0,2.25,2217.0,0.4342363215113171,0.5657636784886829,0.1464088397790055,0.3430761005168419,0.2826590625556942,0.2278559971484584,0.1464088397790055,0.28871858848690074,0.13945820709320977,0.2278559971484584,0.0,1.0,6,9,2
Babrod B.O,11657.0,2.125,2418.0,0.48417260015441366,0.5158273998455863,0.2365102513511195,0.29578793857767866,0.3057390409196191,0.16196276915158275,0.2365102513511195,0.10783220382602728,0.2862657630608218,0.16196276915158275,1.0,1.0,6,9,0
Bagulya B.O,12518.0,2.25,1733.0,0.39854609362517973,0.6014539063748202,0.20586355647867072,0.327768014059754,0.32257549129253876,0.1437929381690366,0.20586355647867072,0.5119028598817702,0.0,0.1437929381690366,1.0,1.0,6,9,0
Bahadurpur B.O,35617.0,2.0833333333333335,9385.0,0.48968189347783364,0.5103181065221664,0.22011960580621615,0.3411573125193026,0.3214195468456074,0.11730353482887385,0.22011960580621615,0.146278462531937,0.25280062891315946,0.11730353482887385,1.0,1.0,6,9,2
Bamnawar B.O,8845.0,2.0,2717.0,0.5129451667608819,0.48705483323911813,0.21481062747314866,0.2983606557377049,0.3524024872809497,0.13442622950819672,0.21481062747314866,0.2161673261729791,0.12741661955907294,0.13442622950819672,1.0,1.0,6,9,2
Barodia B.O,11059.0,2.0,1881.0,0.45691292160231484,0.5430870783976851,0.18509811013654037,0.45492359164481416,0.30011755131567047,0.05986074690297495,0.18509811013654037,0.1300298399493625,0.45492359164481416,0.05986074690297495,1.0,1.0,6,9,2
Berkhedi Tumen B.O,10018.0,2.25,0.0,0.5140746656019165,0.48592533439808344,0.20503094430025953,0.3561589139548812,0.3257137153124376,0.11309642643242164,0.20503094430025953,0.4295268516669994,0.2523457776003194,0.11309642643242164,1.0,1.0,6,9,0
Bhesarwas B.O,12923.0,2.125,0.0,0.40602027393020196,0.593979726069798,0.21968583146328252,0.27245995511878046,0.2823647759808094,0.2254894374371276,0.21968583146328252,0.18138203203590497,0.3734426990636849,0.2254894374371276,1.0,1.0,6,9,4
Bilheru B.O,13408.0,2.125,5707.0,0.46957040572792363,0.5304295942720764,0.2220316229116945,0.2620077565632458,0.30899463007159905,0.20696599045346062,0.2220316229116945,0.0,0.1453609785202864,0.20696599045346062,1.0,1.0,6,9,4
Chanderi S.O,11465.0,2.0,3030.0,0.548015699956389,0.451984300043611,0.225207152202355,0.3609245529873528,0.2642825992150022,0.14958569559529,0.225207152202355,0.0,0.3609245529873528,0.14958569559529,1.0,1.0,6,9,2
